Order Date,Total Sales,Total Profit,Total Quantity
2022-07-18,9100,935.6100000000001,13
2024-12-22,4961,680.95,19
2023-11-07,3942,748.74,6
2024-04-22,6233,679.0000000000001,19
2022-01-14,8081,1871.98,19
2024-07-27,8880,1578.3799999999999,24
2023-11-01,3418,701.9100000000001,14
2022-05-31,9271,1253.13,11
2023-03-31,5631,996.53,17
2022-10-25,6570,956.05,8
2024-01-08,1373,323.08000000000004,2
2024-07-16,1949,505.16,4
2024-06-24,11653,2328.74,15
2024-10-26,13997,1748.6200000000001,25
2024-04-16,8814,826.39,11
2023-07-30,17633,3525.4700000000003,23
2022-08-17,10228,1489.36,11
2022-12-01,10810,902.6800000000001,10
2023-03-08,4765,780.0799999999999,5
2022-01-19,21389,4540.05,27
2024-10-30,9235,2191.3500000000004,14
2023-09-24,14184,2618.23,22
2023-04-19,4001,393.38,11
2023-03-11,6303,838.48,11
2023-03-10,12895,1337.73,24
2022-09-11,7813,1144.09,19
2024-03-20,21399,3388.16,27
2024-03-30,18400,3271.03,21
2023-10-14,5096,1184.13,22
2022-07-20,4120,710.07,4
2022-06-26,195,57.88,1
2022-03-21,6347,1741.03,17
2024-03-16,13436,3215.87,19
2023-10-11,7027,714.87,9
2024-02-21,9290,1372.71,15
2024-11-19,5624,1070.25,20
2022-08-21,12308,2118.42,14
2023-04-05,8689,1584.99,22
2022-03-03,17289,3244.43,26
2024-09-16,13013,1789.89,21
2022-05-08,11382,1560.42,15
2024-07-19,5736,740.64,8
2024-05-12,6003,1060.07,20
2022-11-17,7901,637.53,18
2023-04-22,1582,278.14,7
2023-10-01,23495,2803.2000000000003,44
2022-11-18,7261,1643.79,15
2022-03-23,7539,1364.6399999999999,11
2023-08-29,17759,2969.11,18
2023-08-08,18964,4899.9800000000005,23
2023-02-03,20533,3042.17,34
2023-03-07,11986,1385.8400000000001,22
2023-12-21,17508,3809.3100000000004,17
2022-04-04,1254,221.19,3
2023-04-27,3469,925.69,4
2024-10-14,7632,1381.9299999999998,11
2022-05-13,35239,6281.31,40
2023-04-24,3042,528.61,6
2024-12-28,13009,949.26,25
2022-08-22,24969,4274.95,44
2023-11-13,10127,1858.8000000000002,14
2023-07-17,12591,1334.4499999999998,20
2024-12-13,4523,663.45,11
2023-07-21,5152,1387.01,5
2022-04-20,4896,716.22,9
2022-08-24,9732,2277.5699999999997,25
2023-09-16,17953,2451.13,26
2022-03-04,10584,852.0,12
2024-11-03,22928,4433.570000000001,37
2023-11-06,16674,2936.1,18
2023-06-25,3089,504.41999999999996,12
2022-11-05,6677,1539.8300000000002,11
2024-06-18,19821,2396.73,33
2023-03-03,8558,1920.0800000000002,14
2022-11-02,2698,431.49999999999994,18
2024-12-08,6597,1328.9,7
2023-05-07,23748,3935.19,28
2022-01-12,10149,1915.6599999999999,23
2022-06-27,21948,3493.37,20
2024-09-27,8226,2097.29,15
2022-10-29,4947,742.47,14
2023-01-16,19648,4041.63,33
2022-02-02,8528,1634.21,16
2023-10-20,18047,2934.07,26
2023-01-30,7395,737.57,9
2024-12-11,16950,3001.06,41
2022-05-17,10509,1558.91,19
2023-09-09,1111,183.31,7
2022-04-28,7633,1173.16,12
2022-10-13,4817,558.6400000000001,13
2022-10-22,18176,3506.2000000000003,30
2024-04-11,11966,2451.5699999999997,20
2024-07-28,25177,4094.75,42
2022-04-26,5850,1511.06,9
2023-02-23,4386,365.25,8
2023-08-12,29400,7059.8499999999985,56
2024-01-06,373,72.17,1
2024-01-20,4536,479.03,21
2022-03-02,3766,894.93,13
2022-07-06,7040,996.02,8
2023-01-09,4301,841.6099999999999,8
2022-01-01,24317,4562.35,33
2022-09-19,7052,1511.44,11
2023-12-13,14000,3109.9,20
2024-04-05,3534,474.25,10
2024-01-21,17296,2842.34,23
2022-04-05,288,77.38,3
2024-01-27,14606,2381.17,26
2023-01-15,7420,1107.31,7
2022-09-04,5018,1246.8,5
2024-11-22,780,162.72,4
2023-02-20,8061,810.8499999999999,10
2023-04-07,10876,1642.25,18
2023-08-11,24237,4439.5,35
2023-10-19,9871,1399.49,22
2023-12-26,10328,1882.21,20
2024-05-28,5019,886.7900000000001,9
2022-02-17,5230,1074.49,9
2022-12-30,5432,1619.39,8
2023-01-23,1793,332.07000000000005,11
2022-07-12,10620,1756.6200000000001,14
2024-10-06,2350,195.57,8
2023-06-27,8938,798.6200000000001,17
2023-03-15,7623,1295.47,22
2023-08-16,13848,1821.4399999999998,24
2023-08-07,4642,571.51,8
2022-11-25,4680,516.26,5
2024-12-04,4181,741.56,11
2022-10-16,1161,295.25,10
2023-11-02,8640,1254.3,9
2023-07-20,16270,1811.49,29
2022-08-27,10905,1057.54,17
2022-06-04,18335,3377.0,31
2022-06-20,8140,805.8299999999999,14
2022-12-14,30299,6044.65,39
2023-12-07,11527,2128.31,14
2024-08-20,4254,520.7,13
2023-12-19,30455,5070.91,43
2024-03-22,12075,2214.32,21
2024-06-16,17349,3373.55,31
2022-06-24,7864,1803.3400000000001,7
2024-06-30,18753,4036.4300000000003,19
2024-03-10,4645,366.32,9
2024-09-24,1947,415.35,11
2022-02-11,25981,3131.91,40
2023-09-26,13867,1762.57,23
2023-12-05,24917,4594.89,34
2023-06-28,9874,2205.35,10
2024-08-26,545,68.28,1
2024-10-21,18503,4137.35,27
2024-02-14,11824,1318.3600000000001,18
2024-05-11,8049,2076.55,23
2023-01-10,6408,1450.51,8
2023-10-22,11760,2565.2000000000003,14
2023-03-28,3903,547.15,9
2023-03-18,8114,1314.75,11
2022-01-21,14515,3228.17,22
2023-04-16,15922,2571.55,29
2024-05-03,12695,1475.17,19
2024-01-29,13878,1207.3400000000001,16
2022-06-01,7102,1247.97,10
2023-01-17,9892,1637.8599999999997,19
2023-04-26,13480,1603.8400000000001,21
2023-10-17,5973,1548.76,8
2024-09-13,7911,1483.13,17
2022-06-30,4173,839.77,25
2023-11-11,4819,1332.65,5
2024-04-09,12778,2596.5299999999997,26
2024-06-01,9716,2070.8,21
2024-01-01,5790,1285.21,6
2023-03-16,9423,2794.89,9
2022-06-13,9661,2176.6,21
2024-06-19,7988,1167.62,21
2022-01-11,11471,1823.1699999999998,18
2024-09-17,21739,3947.33,22
2022-08-30,4603,770.51,5
2022-09-08,2314,312.07,2
2023-07-26,10363,1505.88,17
2024-06-17,27522,4980.26,44
2023-03-22,1761,157.2,2
2024-08-22,7678,1005.3,21
2023-03-19,9478,1368.53,21
2023-10-26,12137,1597.76,24
2023-04-23,7874,1495.97,10
2024-09-14,12620,3097.89,14
2024-03-15,1507,329.18999999999994,8
2022-02-24,8200,1386.4099999999999,14
2023-01-08,18089,2639.04,31
2024-04-03,16886,2678.2300000000005,32
2022-09-17,12347,2675.2699999999995,13
2022-04-25,8124,1514.6599999999999,18
2024-08-17,7758,1449.97,11
2023-01-18,7350,1659.32,14
2023-10-28,5601,580.0899999999999,8
2023-07-27,14040,2846.21,27
2023-08-02,13617,1983.7,21
2022-01-26,16854,2091.9300000000003,27
2022-09-16,14741,1837.79,29
2022-11-30,5119,938.4,11
2024-03-25,6769,1645.02,10
2024-06-09,5131,401.66999999999996,14
2024-07-06,2856,226.53,6
2023-05-15,9408,1563.6700000000003,18
2023-06-20,16052,3763.5,24
2022-12-23,13126,1213.88,18
2022-08-13,14115,1614.42,28
2023-07-23,20478,4401.35,25
2022-01-02,7840,611.65,16
2023-10-30,7996,1366.97,12
2023-06-13,17223,3963.8999999999996,28
2022-06-21,9564,2356.1899999999996,12
2023-10-24,11932,2376.73,26
2024-05-18,8978,1616.7399999999998,16
2022-12-22,8310,838.08,8
2022-05-25,4216,651.8,8
2023-10-10,5821,937.92,21
2023-06-19,2853,437.59,3
2022-04-03,9555,1942.86,16
2023-09-06,11896,1084.54,14
2023-06-08,17465,2526.41,30
2023-03-23,21820,3927.3899999999994,28
2022-10-28,1758,285.27,10
2023-02-26,17158,2855.46,26
2022-05-21,1464,180.61,7
2024-05-06,6194,1141.2700000000002,10
2024-02-22,2510,216.90999999999997,6
2023-10-04,8902,1869.21,8
2022-11-15,4794,928.51,5
2022-12-31,7127,1697.09,16
2022-10-31,4190,580.3100000000001,10
2023-04-18,6573,1558.54,15
2023-11-27,14283,2288.73,19
2022-01-27,6306,1433.31,14
2023-03-30,12685,2971.39,31
2024-04-30,4897,874.66,11
2024-03-14,8058,1525.01,17
2023-03-06,17452,2765.37,21
2022-10-02,18684,4273.4800000000005,35
2023-12-03,4062,833.36,5
2022-04-17,9216,986.17,24
2024-10-13,11064,727.79,19
2022-05-03,9374,1574.54,16
2024-11-12,2705,611.9200000000001,5
2024-05-07,16630,2835.4399999999996,20
2024-01-25,10188,2165.78,9
2024-06-29,12971,1140.6100000000001,14
2023-03-02,16709,3448.5299999999997,20
2024-09-04,22742,3590.88,33
2022-03-05,14176,2998.45,26
2023-09-11,10453,2087.62,22
2022-09-13,3586,550.93,6
2023-06-09,5504,575.97,19
2024-12-19,23300,3662.9700000000003,23
2022-08-31,3670,924.95,5
